編號,分類,等級,分類1,分類2,分類3,分類4,語句,翻譯,音檔路徑,語別,方言別
746,V,B,01數字計量,,,,tulu,三,,阿美語,1
747,V,B,01數字計量,,,,sepat,四,,阿美語,1
748,V,B,01數字計量,,,,lima,五,,阿美語,1
749,V,B,01數字計量,,,,enem,六,,阿美語,1
750,V,B,01數字計量,,,,pitu,七,,阿美語,1
751,V,B,01數字計量,,,,walu,八,,阿美語,1
752,V,B,01數字計量,,,,siwa,九,,阿美語,1
753,V,B,01數字計量,,,,muketep,十,,阿美語,1
754,V,B,01數字計量,,,,savaw tu cacay,十一,,阿美語,1
755,V,B,01數字計量,,,,savaw tu tusa,十二,,阿美語,1
756,V,B,01數字計量,,,,savaw tu tulu,十三,,阿美語,1
757,V,B,01數字計量,,,,savaw tu sepat,十四,,阿美語,1
758,V,B,01數字計量,,,,savaw tu lima,十五,,阿美語,1
759,V,B,01數字計量,,,,savaw tu enem,十六,,阿美語,1
760,V,B,01數字計量,,,,savaw tu pitu,十七,,阿美語,1
761,V,B,01數字計量,,,,savaw tu walu,十八,,阿美語,1
762,V,B,01數字計量,,,,savaw tu siwa,十九,,阿美語,1
763,V,B,01數字計量,,,,tusa a pulu’,二十,,阿美語,1
764,V,B,01數字計量,,,,tusa a pulu’ ira ku cacay,二十一,,阿美語,1
765,V,B,01數字計量,,,,tusa a pulu’ ira ku tusa,二十二,,阿美語,1
766,V,B,01數字計量,,,,tusa a pulu’ ira ku tulu,二十三,,阿美語,1
767,V,B,01數字計量,,,,tusa a pulu’ ira ku sepat,二十四,,阿美語,1
768,V,B,01數字計量,,,,tusa a pulu’ ira ku lima,二十五,,阿美語,1
769,V,B,01數字計量,,,,tulu a pulu’,三十,,阿美語,1
770,V,U,01數字計量,,,,tulu a pulu’ ira ku cacay,三十一,,阿美語,1
771,V,B,01數字計量,,,,sepat a pulu’,四十,,阿美語,1
772,V,B,01數字計量,,,,lima a pulu’,五十,,阿美語,1
773,V,B,01數字計量,,,,enem a pulu’,六十,,阿美語,1
774,V,B,01數字計量,,,,pitu a pulu’,七十,,阿美語,1
775,V,B,01數字計量,,,,walu a pulu’,八十,,阿美語,1
776,V,B,01數字計量,,,,siwa a pulu’,九十,,阿美語,1
777,V,S,01數字計量,,,,patekenan,百,,阿美語,1
778,V,U,01數字計量,,,,cacay a patekenan,一百,,阿美語,1
779,V,I,01數字計量,,,,tusa a patekenan,兩百,,阿美語,1
780,V,S,01數字計量,,,,cacay a malevut,一千,,阿美語,1
781,V,U,01數字計量,,,,hatini,一些些,,阿美語,1
782,V,S,01數字計量,,,,kinacacay,一次,,阿美語,1
783,V,S,01數字計量,,,,vulilan,一串；一把,,阿美語,1
784,V,S,01數字計量,,,,kalumaanay,種類；各式各樣,,阿美語,1
785,V,S,01數字計量,,,,maramud,一雙,,阿美語,1
786,V,B,01數字計量,,,,amin,全部,,阿美語,1
787,V,S,01數字計量,,,,adidik,一點點,,阿美語,1
788,V,I,01數字計量,,,,latusa,一半；分半,,阿美語,1
789,V,B,02代名詞、指示詞,,,,kisu,你,,阿美語,1
790,V,B,02代名詞、指示詞,,,,kaku,我,,阿美語,1
791,V,B,02代名詞、指示詞,,,,cira,他,,阿美語,1
792,V,B,02代名詞、指示詞,,,,kamu,你們,,阿美語,1
793,V,B,02代名詞、指示詞,,,,kami,我們,,阿美語,1
794,V,B,02代名詞、指示詞,,,,heni,他們,,阿美語,1
795,V,B,02代名詞、指示詞,,,,nu namu,你們的,,阿美語,1
796,V,B,02代名詞、指示詞,,,,nu mita,我們的,,阿美語,1
797,V,B,02代名詞、指示詞,,,,nu heni,他們的,,阿美語,1
798,V,B,02代名詞、指示詞,,,,nu misu,你的,,阿美語,1
799,V,B,02代名詞、指示詞,,,,nu maku,我的,,阿美語,1
800,V,B,02代名詞、指示詞,,,,nu nira,他的,,阿美語,1
801,V,U,02代名詞、指示詞,,,,kita,我們(排除式),,阿美語,1
802,V,B,02代名詞、指示詞,,,,kami,咱們(包含式),,阿美語,1
803,V,B,02代名詞、指示詞,,,,nu niyam,咱們的,,阿美語,1
804,V,B,02代名詞、指示詞,,,,iraan,那個,,阿美語,1
805,V,B,02代名詞、指示詞,,,,kiniyan,這個,,阿美語,1
806,V,B,02代名詞、指示詞,,,,itini,這裡,,阿美語,1
807,V,B,02代名詞、指示詞,,,,itila,那裡,,阿美語,1
808,V,S,02代名詞、指示詞,,,,mahaen,(像)這樣,,阿美語,1
809,V,I,03疑問詞,,,,pina,多少,,阿美語,1
810,V,B,03疑問詞,,,,maan,什麼；做什麼,,阿美語,1
811,V,I,03疑問詞,,,,mamaan,如何:怎麼樣,,阿美語,1
812,V,U,03疑問詞,,,,a hacuwa,何時(未發生),,阿美語,1
813,V,B,03疑問詞,,,,cima,誰,,阿美語,1
814,V,B,03疑問詞,,,,icuwaan,哪一個,,阿美語,1
815,V,B,03疑問詞,,,,icuwa,哪裡,,阿美語,1
816,V,U,03疑問詞,,,,nu nima,是誰的,,阿美語,1
817,V,B,03疑問詞,,,,mamaan,怎麼,,阿美語,1
818,V,B,03疑問詞,,,,pina,多少(歲),,阿美語,1
819,V,B,03疑問詞,,,,papina,多少(程度大小),,阿美語,1
820,V,B,03疑問詞,,,,icuwa,什麼地方,,阿美語,1
821,V,B,03疑問詞,,,,nahacuwa,何時(已發生),,阿美語,1
822,V,B,03疑問詞,,,,kiya,為什麼,,阿美語,1
823,V,B,04親屬稱謂,,,,ama,爸爸,,阿美語,1
824,V,B,04親屬稱謂,,,,ina,媽媽,,阿美語,1
825,V,S,04親屬稱謂,,,,pusadak nu malekakaay,堂、表兄弟姐妹,,阿美語,1
826,V,B,04親屬稱謂,,,,vaki,男性長輩(祖父；外公),,阿美語,1
827,V,B,04親屬稱謂,,,,vayi,女性長輩(祖母；外婆),,阿美語,1
828,V,S,04親屬稱謂,,,,laluma’an,親戚,,阿美語,1
829,V,S,04親屬稱謂,,,,ramud,配偶,,阿美語,1
830,V,S,04親屬稱謂,,,,kadavu,女婿,,阿美語,1
831,V,U,04親屬稱謂,,,,ali,舅子,,阿美語,1
832,V,S,04親屬稱謂,,,,ali,弟媳,,阿美語,1
833,V,S,04親屬稱謂,,,,ali,嫂嫂,,阿美語,1
834,V,S,04親屬稱謂,,,,kadavu,媳婦,,阿美語,1
835,V,S,04親屬稱謂,,,,vaki/vayi,孫子/孫女；子孫子嗣,,阿美語,1
836,V,S,04親屬稱謂,,,,maramuday,夫妻,,阿美語,1
837,V,U,04親屬稱謂,,,,vavainay,丈夫/妻子,,阿美語,1
838,V,U,04親屬稱謂,,,,cingkie,姻親,,阿美語,1
839,V,B,04親屬稱謂,,,,malekaka,兄弟姊妹,,阿美語,1
840,V,U,04親屬稱謂,,,,kaka tu vavainayan,兄長（姊）,,阿美語,1
841,V,U,04親屬稱謂,,,,kaka,(哥哥；姊姊)通稱,,阿美語,1
842,V,B,04親屬稱謂,,,,kaka tu vavahiyan,姊姊,,阿美語,1
843,V,B,04親屬稱謂,,,,kaka tu vavainayan,哥哥,,阿美語,1
844,V,B,04親屬稱謂,,,,sava,(弟弟；妹妹)通稱,,阿美語,1
845,V,B,04親屬稱謂,,,,sava tu vavainayan,弟弟,,阿美語,1
846,V,B,04親屬稱謂,,,,sava tu vavahiyan,妹妹,,阿美語,1
847,V,B,04親屬稱謂,,,,vaki,(伯父；叔叔；舅舅)通稱,,阿美語,1
848,V,B,04親屬稱謂,,,,vayi,(伯母；嬸嬸；舅母)通稱,,阿美語,1
849,V,B,05人物、身分,,,,ngangan,名字,,阿美語,1
850,V,B,05人物、身分,,,,vavainayan a wawa,男孩,,阿美語,1
851,V,B,05人物、身分,,,,vavahiyan a wawa,女孩,,阿美語,1
852,V,B,05人物、身分,,,,cavay,朋友,,阿美語,1
853,V,B,05人物、身分,,,,wawa,孩童,,阿美語,1
854,V,B,05人物、身分,,,,matuasay,老人家,,阿美語,1
855,V,B,05人物、身分,,,,vavahi,女性,,阿美語,1
856,V,B,05人物、身分,,,,vavainay,男性,,阿美語,1
857,V,B,05人物、身分,,,,tamdaw,人類,,阿美語,1
858,V,B,05人物、身分,,,,ising,醫生,,阿美語,1
859,V,B,05人物、身分,,,,pasevana’ay,老師,,阿美語,1
860,V,S,05人物、身分,,,,ada,敵人,,阿美語,1
861,V,U,05人物、身分,,,,sakakaay,長官,,阿美語,1
862,V,U,05人物、身分,,,,lumuwa,流氓,,阿美語,1
863,V,U,05人物、身分,,,,kincal,警察,,阿美語,1
864,V,S,05人物、身分,,,,Tangavulan,平埔族,,阿美語,1
865,V,U,05人物、身分,,,,Ngayngay,客家人,,阿美語,1
866,V,I,05人物、身分,,,,syawcang,校長,,阿美語,1
867,V,I,05人物、身分,,,,Taywan,閩南人,,阿美語,1
868,V,U,05人物、身分,,,,kapah,男青年,,阿美語,1
869,V,U,05人物、身分,,,,senghu,神父,,阿美語,1
870,V,S,05人物、身分,,,,siwni,修女,,阿美語,1
871,V,S,05人物、身分,,,,Hulam,外省人,,阿美語,1
872,V,B,05人物、身分,,,,kaying,女青年,,阿美語,1
873,V,B,05人物、身分,,,,micudaday,學生,,阿美語,1
874,V,B,06身體部位,,,,tangila,耳朵,,阿美語,1
875,V,B,06身體部位,,,,cepi’,大腿,,阿美語,1
876,V,B,06身體部位,,,,mata,眼睛,,阿美語,1
877,V,B,06身體部位,,,,pising,臉,,阿美語,1
878,V,B,06身體部位,,,,nguyus,嘴巴,,阿美語,1
879,V,B,06身體部位,,,,tangal,頭,,阿美語,1
880,V,B,06身體部位,,,,kanus,指甲,,阿美語,1
881,V,B,06身體部位,,,,kamay,手,,阿美語,1
882,V,B,06身體部位,,,,tireng,身體,,阿美語,1
883,V,B,06身體部位,,,,ngangusuan,鼻子,,阿美語,1
884,V,B,06身體部位,,,,kuku’,腳,,阿美語,1
885,V,U,06身體部位,,,,wadis,牙齒,,阿美語,1
886,V,U,06身體部位,,,,vukes,頭髮,,阿美語,1
887,V,I,06身體部位,,,,remes,血,,阿美語,1
888,V,I,06身體部位,,,,titi,肉,,阿美語,1
889,V,I,06身體部位,,,,laway,額頭,,阿美語,1
890,V,I,06身體部位,,,,tiyad,肚子,,阿美語,1
891,V,U,06身體部位,,,,cucu,乳房,,阿美語,1
892,V,U,06身體部位,,,,heci nu vatac,小腿肚,,阿美語,1
893,V,I,06身體部位,,,,avala,肩膀,,阿美語,1
894,V,I,06身體部位,,,,ngaruy,下巴,,阿美語,1
895,V,I,06身體部位,,,,kulul,背部,,阿美語,1
896,V,I,06身體部位,,,,vanges,皮,,阿美語,1
897,V,I,06身體部位,,,,valuhang,胸腔,,阿美語,1
898,V,S,06身體部位,,,,panga,男性生殖器,,阿美語,1
899,V,U,06身體部位,,,,puki,女性生殖器,,阿美語,1
900,V,I,06身體部位,,,,vala’,肺,,阿美語,1
901,V,I,06身體部位,,,,valucu’,心臟,,阿美語,1
902,V,U,06身體部位,,,,ciku,手肘,,阿美語,1
903,V,I,06身體部位,,,,ngangay,口水,,阿美語,1
904,V,I,06身體部位,,,,tusur,膝蓋,,阿美語,1
905,V,I,06身體部位,,,,duka,傷口,,阿美語,1
906,V,I,06身體部位,,,,vituka,胃,,阿美語,1
907,V,I,06身體部位,,,,atay,肝臟,,阿美語,1
908,V,I,06身體部位,,,,teluhu’,痰,,阿美語,1
909,V,U,06身體部位,,,,viruek,甲狀腺腫,,阿美語,1
910,V,U,06身體部位,,,,simal,油脂,,阿美語,1
911,V,S,06身體部位,,,,vaduwac,肋骨,,阿美語,1
912,V,U,06身體部位,,,,vesi,膽囊,,阿美語,1
913,V,S,06身體部位,,,,tarudu’,拇指,,阿美語,1
914,V,I,06身體部位,,,,takulaw,喉嚨,,阿美語,1
915,V,I,06身體部位,,,,sema,舌頭,,阿美語,1
916,V,I,06身體部位,,,,tatelecan,腰部,,阿美語,1
917,V,I,06身體部位,,,,tarudu’,手指,,阿美語,1
918,V,U,06身體部位,,,,sangitngit,門牙,,阿美語,1
919,V,I,06身體部位,,,,tanang,汗水,,阿美語,1
920,V,I,06身體部位,,,,liel,脖子,,阿美語,1
921,V,S,06身體部位,,,,nguset,鼻涕,,阿美語,1
922,V,S,06身體部位,,,,ngangelngelan,關節,,阿美語,1
923,V,S,06身體部位,,,,menah,臀部,,阿美語,1
924,V,S,06身體部位,,,,saripa’,腳掌,,阿美語,1
925,V,U,06身體部位,,,,ailuc,頸子；領子,,阿美語,1
926,V,U,06身體部位,,,,kakirian,腋窩,,阿美語,1
927,V,U,06身體部位,,,,vuwa’,腎臟,,阿美語,1
928,V,I,06身體部位,,,,vilvil,嘴唇,,阿美語,1
929,V,I,06身體部位,,,,vanuh,體毛,,阿美語,1
930,V,I,07動物(含昆蟲),,,,pulut,尾巴,,阿美語,1
931,V,B,07動物(含昆蟲),,,,vavuy,豬,,阿美語,1
932,V,B,07動物(含昆蟲),,,,wacu,狗,,阿美語,1
933,V,B,07動物(含昆蟲),,,,siri,羊,,阿美語,1
934,V,B,07動物(含昆蟲),,,,nani,貓,,阿美語,1
935,V,B,07動物(含昆蟲),,,,ayam,鳥,,阿美語,1
936,V,B,07動物(含昆蟲),,,,vuting,魚,,阿美語,1
937,V,B,07動物(含昆蟲),,,,ayam,雞,,阿美語,1
938,V,B,07動物(含昆蟲),,,,ungay,猴子,,阿美語,1
939,V,B,07動物(含昆蟲),,,,rarapa,牛,,阿美語,1
940,V,B,07動物(含昆蟲),,,,edu,老鼠(統稱),,阿美語,1
941,V,B,07動物(含昆蟲),,,,tatakula’,青蛙,,阿美語,1
942,V,B,07動物(含昆蟲),,,,tuul,貓頭鷹,,阿美語,1
943,V,S,07動物(含昆蟲),,,,alem,穿山甲,,阿美語,1
944,V,U,07動物(含昆蟲),,,,vavuy nu lutuk,山豬,,阿美語,1
945,V,S,07動物(含昆蟲),,,,vanul nu umah,野鴿子,,阿美語,1
946,V,I,07動物(含昆蟲),,,,cirekay,蟲(統稱),,阿美語,1
947,V,I,07動物(含昆蟲),,,,rarukuh,烏龜,,阿美語,1
948,V,S,07動物(含昆蟲),,,,uner,蛇,,阿美語,1
949,V,I,07動物(含昆蟲),,,,rapic,飛鼠,,阿美語,1
950,V,S,07動物(含昆蟲),,,,lukedaw,豹,,阿美語,1
951,V,S,07動物(含昆蟲),,,,kararayan,水鹿,,阿美語,1
952,V,I,07動物(含昆蟲),,,,tumay,熊,,阿美語,1
953,V,S,07動物(含昆蟲),,,,mancel,山羌,,阿美語,1
954,V,S,07動物(含昆蟲),,,,dadipis,蟑螂,,阿美語,1
955,V,S,07動物(含昆蟲),,,,veded,蜻蜓,,阿美語,1
956,V,S,07動物(含昆蟲),,,,adipapang,蝴蝶,,阿美語,1
957,V,S,07動物(含昆蟲),,,,velalutung,蜘蛛,,阿美語,1
958,V,U,07動物(含昆蟲),,,,panga,雄性動物生殖器官,,阿美語,1
959,V,S,07動物(含昆蟲),,,,kapurus,松鼠,,阿美語,1
960,V,S,07動物(含昆蟲),,,,kalavaw,田鼠,,阿美語,1
961,V,S,07動物(含昆蟲),,,,likes,蚊子,,阿美語,1
962,V,U,07動物(含昆蟲),,,,kutu,頭蝨,,阿美語,1
963,V,I,07動物(含昆蟲),,,,lalangaw,蒼蠅,,阿美語,1
964,V,I,07動物(含昆蟲),,,,udal,蜜蜂,,阿美語,1
965,V,U,07動物(含昆蟲),,,,sapalamu,雄性(動物),,阿美語,1
966,V,S,07動物(含昆蟲),,,,vulekan,乳豬,,阿美語,1
967,V,U,07動物(含昆蟲),,,,taduk,鴨,,阿美語,1
968,V,I,07動物(含昆蟲),,,,atikak,蚯蚓,,阿美語,1
969,V,S,07動物(含昆蟲),,,,-,動物的內臟,,阿美語,1
970,V,U,07動物(含昆蟲),,,,kaketi,土蜂,,阿美語,1
971,V,I,07動物(含昆蟲),,,,urang,蝦,,阿美語,1
972,V,S,07動物(含昆蟲),,,,tasyang,大象,,阿美語,1
973,V,S,07動物(含昆蟲),,,,sevayu,馬,,阿美語,1
974,V,S,07動物(含昆蟲),,,,raang,雌性(動物),,阿美語,1
975,V,U,07動物(含昆蟲),,,,kalang,螃蟹,,阿美語,1
976,V,U,07動物(含昆蟲),,,,dadacdac,蟬,,阿美語,1
977,V,S,07動物(含昆蟲),,,,tatakung,百步蛇,,阿美語,1
978,V,S,07動物(含昆蟲),,,,sakuvad,翅膀,,阿美語,1
979,V,S,07動物(含昆蟲),,,,pedaduki,蝙蝠,,阿美語,1
980,V,U,07動物(含昆蟲),,,,kacumuli,蝸牛,,阿美語,1
981,V,S,07動物(含昆蟲),,,,ciluciluk,麻雀,,阿美語,1
982,V,U,07動物(含昆蟲),,,,verarangad,鍬形蟲,,阿美語,1
983,V,U,07動物(含昆蟲),,,,palang,老鷹,,阿美語,1
984,V,S,07動物(含昆蟲),,,,lalunah,螞蟻,,阿美語,1
985,V,S,07動物(含昆蟲),,,,tataruwa,鵝,,阿美語,1
986,V,U,07動物(含昆蟲),,,,ayam nu nanum,水鳥,,阿美語,1
987,V,S,07動物(含昆蟲),,,,dipung,窩巢,,阿美語,1
988,V,U,07動物(含昆蟲),,,,tatekuh,虎頭蜂,,阿美語,1
989,V,S,07動物(含昆蟲),,,,atimela,跳蚤,,阿美語,1
990,V,S,07動物(含昆蟲),,,,kakuhkuh,眼鏡蛇,,阿美語,1
991,V,S,07動物(含昆蟲),,,,ak’ak,烏鴉,,阿美語,1
992,V,S,07動物(含昆蟲),,,,tutuy,幼犬,,阿美語,1
993,V,S,07動物(含昆蟲),,,,puhung,(動物的)角,,阿美語,1
994,V,S,07動物(含昆蟲),,,,ririk,蚱蜢,,阿美語,1
995,V,I,08植物,,,,pawli,香蕉,,阿美語,1
996,V,I,08植物,,,,savak,稻穀,,阿美語,1
997,V,U,08植物,,,,kilang,樹,,阿美語,1
998,V,I,08植物,,,,tali,芋頭,,阿美語,1
999,V,I,08植物,,,,tevus,甘蔗,,阿美語,1
1000,V,I,08植物,,,,papah,葉子,,阿美語,1
1001,V,U,08植物,,,,vunga,甘藷,,阿美語,1
1002,V,I,08植物,,,,kama,柑橘,,阿美語,1
1003,V,U,08植物,,,,varu,花朵,,阿美語,1
1004,V,S,08植物,,,,tamurak,南瓜,,阿美語,1
1005,V,S,08植物,,,,talud,雜草,,阿美語,1
1006,V,U,08植物,,,,taviras,玉米,,阿美語,1
1007,V,S,08植物,,,,icep,檳榔,,阿美語,1
1008,V,U,08植物,,,,awul,竹子,,阿美語,1
1009,V,U,08植物,,,,caang,樹枝,,阿美語,1
1010,V,S,08植物,,,,heci,(植物的)果實,,阿美語,1
1011,V,I,08植物,,,,tevu’,竹筍,,阿美語,1
1012,V,U,08植物,,,,vaniw,香菇,,阿美語,1
1013,V,U,08植物,,,,paringad,鳳梨,,阿美語,1
1014,V,U,08植物,,,,rengus,草,,阿美語,1
1015,V,U,08植物,,,,uway,藤類,,阿美語,1
1016,V,S,08植物,,,,rupas,桃子,,阿美語,1
1017,V,U,08植物,,,,sunsuli,李子,,阿美語,1
1018,V,U,08植物,,,,lusay,水果,,阿美語,1
1019,V,U,08植物,,,,tatapangan,樹頭,,阿美語,1
1020,V,S,08植物,,,,tatangila,木耳,,阿美語,1
1021,V,U,08植物,,,,tumatu/kamuraw,蕃茄,,阿美語,1
1022,V,S,08植物,,,,lamit,樹根,,阿美語,1
1023,V,S,08植物,,,,caracar,野百合,,阿美語,1
1024,V,I,08植物,,,,tavayar,姑婆芋,,阿美語,1
1025,V,U,08植物,,,,vidawul,胡瓜；葫蘆形,,阿美語,1
1026,V,S,08植物,,,,lukut,山蘇,,阿美語,1
1027,V,U,08植物,,,,ningcing,胡蘿蔔,,阿美語,1
1028,V,U,08植物,,,,ingcay,空心菜,,阿美語,1
1029,V,S,08植物,,,,lumingay,長豆,,阿美語,1
