編號,分類,等級,分類1,分類2,分類3,分類4,語句,翻譯,音檔路徑,語別,方言別
51699,T,U,10,6,,,"Kay kahuy, singibadhanane ka cebe ka ivay, tualay sakanadripungu nikiedhalane lredreke pikay kadaengane ki suatalidrekay, kay kahuy suadalepe ki takaabelengane ki lregelrege ki kudrulu pakela ki drusa ka kudrulu, ikay ki talipararibicane kay Tayvange, laikay ki pararibicane ki talilrawdru kay kadaengane ki Ngudradrekay, lakamani ku pakiedhale ki Dripungu. Ai, samakakaruburunga si siulringa, lakaipaaruakaynga, lamatitaulra. Kikay kahuy lakasuasikayzivane ka raceve, ka kiamadru ka ivay, ka tapapangalenga ku waunguungulu, ai, makaelaela ku tasanguesadhane ki tacebeane kay kaumasane.","至於咖啡是外來產物，在日本時期引進栽培，適合在海拔1,000至2,000公尺培育，也就是魯凱族土地較南方的一帶。因此，日本認為可以在台推廣。但因二戰後，日人離開台灣，以致荒廢，實在可惜。咖啡是國際性的產物，咖啡豆也是最多人在飲用的消費品，且世界各地的風味都不盡相同。",,魯凱語,28
51700,T,U,10,6,,,"Amalrane paraisi ki tinikacekelane si kaumasanane, kaamani ku sapadreelaneta lukela ku kiavaavange muakay ki cekeleta, kisamula tuthariri kikay satudaadane kay talaalibi si sapaungulane kikay sanguaNgudradrekay ka kahuy.",要研究出與國際連結的魯凱族石板屋，以及精進高尚、且具魯凱風味的咖啡。,,魯凱語,28
51701,T,U,10,7,,,Sangipapacasane ku takaumaumasane madu,自傳,,魯凱語,28
51702,T,U,10,7,,,"Kunaku ka siaKaynwane, Ngudradrekadhaku ka kiatulalake ikay nacekele Kucapungane, sakacaili ki 1951, sakadrusa ki damare ki muasakatulru ki vai. Taramanemelenga si bangate kay cailili. Ku daanenay siatayMadaralape, ku cucungulane ki umu ka Arupu waRusudramanane, waLebangeravane ku kayngu ka Cakere, lakaukawlu ku takaNgudradrekadhananenay ku niakenay. Taeneme ku betakaneli, taratatulru ku kaka agili ka yadrepele ka labaibay, sanguangeangeaku ka sawvalay si sakabicelrakane ka muasakasupate, ka tinueapane ka lriasakay mucungulu ki ama ka Palripilripi si ina ka Vudhalane ka Aruladenge ka singikay Tatukulu. Ku betakane ki ama, taratangea ku sawvalay ka siaPaidrisi si ababay ka siaCemeceme. Takalra ku lritudrane ki ama si ina, saretesananenay ikay Kucapungane.",我是Kaynwane，魯凱族好茶部落的人，出生於1951年2月3日，今年69歲了。我們的家是Madaralape，我的祖父Arupu來自Rusudramane家族，祖母是Lebangeraw家族，我們是平民階級身分的家庭。我有6個姐妹—三個姐姐，三個妹妹，我是排在她們中間唯一的男生，要當家繼承我爸爸Palripilripi和媽媽Vudhalane 來自Tatukulu的Aruladernge家。我爸爸有弟弟，名叫Paidrisi，妹妹名叫Vudhalane，父母的親戚很多。,,魯凱語,28
51703,T,U,10,7,,,"Ku labaibayli suaKalringiku ka Taruku ka siaBika Malay, siaMuakay ku sunagane ki laina iniane, tatulru ku lalakeli, ababay ka Vudhalane, sawvalay ka siaPalripilripi si Cangale, kaiana marudrange kay tawvayleketenay, tangeanga ku aganeli ka sawvalay ka siaRathudu, kapairangane ku tina ini ka siaLaipane, ku labaibay ki takataka siaCemeceme ka Amizuku suakay Kalringiku sia O’olo. Bukusiaku, tarabukusi ku lalakeli ka takataka ka sawvalay yakay tali Pakalrukalru, laka dingidusi ku agiagi yakay Kabalelradhane kiwkay, wasicegiw nay tualay ki singigakeingi Yusange singigakeingi. Tualaynay nakucapungane taluela mua Tulalekelre, ala kipataluela nay kuini sakilriaw ki acilay ku cekele si ikaynga nay Rinari, ka kadaengane ki Ngubabuculu, taelrenga ki ngubabuculu, adeethe draatane kidailinga ki kadaengane nay ka Drekay.",我的太太是花蓮的太魯閣族，好茶的名字是Muakay。我有一個女兒叫Vudhalane，兒子叫Palripilripi和Cangale。我有一個孫子Rathudu，他的媽媽是漢人。大媳婦Cemeceme，是阿美族溪口人。我是牧師，大兒子也是牧師，在台東牧會，而小兒子是傳道師，在神山教會，我們都畢業於玉山神學院道學碩士。,,魯凱語,28
51704,T,U,10,7,,,"Madalamaku ki bungukanay, lakingikivaku ki Bengelraynay ka Ngudradrekay si malra ku hakasi ku takibulruanengali, madaadalamenganaku ki vaganay ka suKucapungane, lakingikivaku kay pacasenay si kaamaninga ku arakaikaynganay, lakamaniaku ka wahunguyake kay Ngudradreadrekadhane kay Siisiw, labulrubulruaku kay vaganay ka suKucapungane ikay daigaku Akaw kikay, maulaynga ku tamarasikaikayyaneli, lakakalranga ku papapacaseli, ku sakibulrubulruanenga kikay.",我喜愛我們的文化，我的博士論文是研究我們的族花──百合花飾權。我非常喜愛我們好茶的母語，研發我們母語的文字，沿用至今。我也翻譯舊約聖經，在屏東大學講授我們的族語與文化，已有二十幾年的經驗，編寫許多教材。,,魯凱語,28
51705,T,U,10,7,,,"Lripadalrungaku si taygu tualay ki aunganeli, lalrikipasavidhingaku marasikay ki apawcungulane kikay vaganay ka Ngudradrekay, kadrua ku paisuli, ai, sanapausururaku kikay kavagane nay, amani ku maadraadrawanga, pararamaw ki takisuusuanenay ki Yesusama si angiradheradhekane nay ka tabekele ka Ngudradrekay ikay kay Tayvange. Tarapawkahuynay si tarapasulasulay ku daanenay Rinari, kadruana ku miyaiya ku cekele ki kacalrisiane. Kelanga kivaavange, kilrialringawna.",我即將退休，會專心從事族語傳承的工作，只要能傳承道地的語言就是最大的成就了。可以與基督信仰並進，保有非常少數的族群人口。我們是咖啡農和接待家庭。目前居住在禮納里，有著不一樣的風貌。,,魯凱語,28
51706,T,U,10,8,,,Sakidreelane ki lripakarudrange,結婚喜帖,,魯凱語,28
51707,T,U,10,8,,,"Maelanenga ki Tuaumase ku sakialibake ini si paaceacepe su nayyane ka wacekecekele kitubi. Lakitulrawganenga kay agane si lalake ka Rathudu ki suaLaladengane ka lalake ki Paidrisi si Mualingi ka tayKabulrungane ka tawvaylekete ka siaDremelresane, lrikamani lukavai ki dae, muasaka mangeale ka vai ki sakaeneme ki dramare, ki caili ki 2020, lripakay Laladengane ciwrukiwkay sukubu.",感謝上帝的慈愛常為我們一家代禱，Kabulrungane Paidrisi與Mualingi千金將於2020年6月11日，在美園基督長老教會舉行結婚禮拜。,,魯凱語,28
51708,T,U,10,8,,,"Lrikabukusi ka Kaynuane ka pasukubu. Siadramanay ku akelane numi makanaelre si sibulrubulru liniane ki lrikaladrusa si kisupilri ku migemi ki Tuaumase, lukavai kuini, lataielreelre pakarudrange liniane.",請Kaynwane牧師福證，屆時誠摯歡迎你們一家觀禮，同頌主恩，見證祝福新人。,,魯凱語,28
51709,T,U,10,8,,,"Tatulrevegane labaibay, mialrealre ki valru ki tuki. Tasukubane kiwkay, mialrealre ki mangeale ki tuki. Ngiataleke, rarubuane, mualringedele ki mangeale si drusa ki tuki. Kiamalra, wamalra, miauaubu ki lrima ki tuki. Kadralradhane, dradralradhane, maungu ki pitu pakela ki mangeale ki tuki.",女方下聘禮於上午8點；教會結婚禮拜於上午10點；社區廣場喜宴於中午12點；迎娶新娘至男方處於下午5點；傳統結婚舞會於晚上7點至10點。,,魯凱語,28
51710,T,U,10,8,,,"Madaralape, tumu ka Kaynuane, kayngu ka Muakay. Rusudramane, tama ka Cangale, tina ka Laipane.",Madaralape家為祖父Kaynwane與祖母Muakay。Rusudramane 家為父親Cangale 與母親Laipane。,,魯凱語,28
51711,T,U,10,9,,,Sasiakawlu ki Twaumase ikay ki kiwkay ki lacekele,神職人員,,魯凱語,28
51712,T,U,10,9,,,"Ikay ki cekeleta ka suavedaveday taipiane kudra tinukucingalre ku kiapuaungane, amani kikay, tarangudalrane, akuapiapingi, kumuingi kungukuane, tarabulrubulru ikay ki lagaku, tarasulrasulraw, taradrangalrungalru ki angatungatu si kadravane, taralripethepethele ki cekele, taramarasikaykay ki tarudrawdrange, taraungutitingi ki zidusia, alakamani kikay yakay ki lakiwkay kisikaukawlu, kay bukusi, dingidusi, sunguhu, siwni, kadrua ku taratulrisi ki biw.",在霧臺鄉的部落裡，有幾個很主要的職業，諸如農民、職業軍人、公務人員、學校老師、醫護人員、巡山員、清潔人員、長照員、司機，還有教會神職人員、 牧師、傳道士、神父、修女。,,魯凱語,28
51713,T,U,10,9,,,"Amani saka tapapangale ku kiasusuusu ki Yesu ikay mitaane, laikay kikay lakiwkay ki cacekele, kay ciwrukiwkay, tingisiwkiw, zungulrikay, angusukunici, yakay ku sawvalay, yakay ku labaibay, kisamulamula marasikay ki kiwkay ki singizia lini.",部落裡大部分是基督信徒，部落都有教堂、長老教會、天主教會、循理會、安息日會，有男性，也有女性在認真的服事信徒和民眾。,,魯凱語,28
51714,T,U,10,9,,,"Kay aungane ki sasiakawlu ki Tuaumase, taykalrane, makuciacingalrenga ku wabulrubulru ku vaga ki Tuaumase patualay ki Siisiw, lrikalrikape ki lasingizia, sasaasa ki kualrialri, pakakecenge ku takisusuane, pasukusukubu lukaNiciwbi, ki kitukay, ki katidrihay, lamarasikay ki marudrarudrange, wasaasa ki kiapakualrialri, silape ku saparalubane ki matiakuukuru, yakay ku tarabulrubulru ki vaga ki kacalrilrisiane, yakay ku tarakingikiw ki vaga si pacase ku sabulrubulruane.",神職人員有很多任務，最重要的是根據聖經，教導上帝的話，並訪問、照顧會友；安慰哀哭的人；勸勉信徒；在主日帶領敬拜、祈禱會、家庭禮拜；主持證婚；照顧受苦蒙難者；勸募愛心物資；教導族語和研發教材。,,魯凱語,28
51715,T,U,10,9,,,"Makalra ku apangimiamiane lini si palakebe ki cekele, pakathariri ki umaumase, maadraw ku luludane ki sasiakawlu ki Tuaumase ikay ki cekeleta ka suavedaveday, ka Ngudradrekay, ka lakacalrisilrisiane.",他們透過各種管道和方法，協助社區、保護部落、培養人的靈性。這些神職人員對我們原住民的部落、社會提供了很大的意義和價值。,,魯凱語,28
51716,T,U,10,10,,,Tazulriulringane ki Ngudradrekay,魯凱族的造林保林運動,,魯凱語,28
51717,T,U,10,10,,,"Kikay “wazulringi” amia Dridripungane ka vaga, amani sakelanga kay singikay badhanane mitaane ka suakay Tayvange, kaiana wakela ku wabulru ku luludane si atukucingalrane ki waduuku walredreke ku laangatu, makakalralringa ku tamualrane ku angatu ki tatuumaumane, kadrua ku tasuusuane ngualralrivadhane. Ai, amaninga ku matiaukuludru ku pakay ki kadaengane ku angutukadranane si ngilisiane ku kadalranane.",「再造林」是日語借詞，是外來政權來到台灣後才有的。之前，沒有宣導如何保林造林的知識，後來，在耕作地上砍伐大量樹木，把土地開墾得光禿禿的，反而成為破壞水土的元兇。,,魯凱語,28
51718,T,U,10,10,,,"SakanaDripungu lakaparauramuru ku tamalrane ku angatu tualay ki teanenale, sudalrane ku tapangukayyane, aradainamay lapangivelevele ki kadaengane, lukela ku umuku lamakakay katelengenga ku kadalranane kikay siadridripungane.",日本時期大肆採伐森林中的原木，開闢產業道路以運送木材，炸藥改變了地形，而巨大的颱風吹壞了新闢的道路。,,魯凱語,28
51719,T,U,10,10,,,"Sakelanga kay Ciwkuku, lapazulringi kay sualringimukiwke ki kacalrisiane si kuapingi ka singikay Taireke, ai, wazulringi kay tatukulu, sisiziw amia dridripungane. Alakamani ku maadraadrawnga ku tualisi ki kadaengane ki kacalrisiane kikay tatukulu.",民國時代，推動山地造林運動，退伍老兵整批進入山林。但是，大量種植相思樹反而帶來最慘烈的破壞。,,魯凱語,28
51720,T,U,10,10,,,"Sanakaisara malra si palrainginga, sanakivelevele kivalrigi, amani ku panguatukadre ki kadaengane ki kadadalranane. Laka athingalaneta kay tatukulu kaisuadalepe, si pabalrithi kudra lrikasuadalepe ki lregelregeta, lripalakebe ki kadaengane, lumakitu zulringita, lrisara siwlriane ku natangimiyaiyane si drima ku taaciladhane si mapaparalubu ki sihu kisamula lredreke duuku ku sudalepenga ki kadaenganeta ka Ngudradrekay.",若是不砍伐相思樹，閒置不顧，只要被大風吹倒，就會破壞土地和山間的道路。所以，我們當知道相思樹不適合種在山上，改用其他的樹種才能保護水土。人人都造林，原來穩定的山地、土地會恢復過去的情況，公家和私人協力造林，種植最適合魯凱族生態環境的樹種。,,魯凱語,28
51721,T,U,11,1,,,Kiapatatubitubi,婚禮前淚別情人,,魯凱語,28
51722,T,U,11,1,,,"Malrigili ki atubiane kay Ngudradrekay, adravane ka matiakiragay, ka matiathalithi, wathingale tuutubi si putaluvaivay ku yakay ki kidremedreme, saniange kay labaibay, tarawathingale tubi, lasingikay lukatawvaylekete kibuubulru kicaucaucakuane ku lrikasaiyaiya ku vaga lutubi, muakalrivili ki lakacalrisilrisiane, suadalepe “Taratubi kay Ngudradrekay” kiiya. Kikay watubi ki wapacay “sialringaw” laiya; kikay marudrarudrange “kiapatatubi” amia.",魯凱族很懂哭的藝術，無論是喜，還是哀，都知道如何用哭聲表達感受。尤其婦女們，必定懂得哭，從荳蔻年華的少女便學習如何哭出心中的哭詞，這在原住民族群是特別不一樣，因此很被認為會哭的族群。對於往生者的哭是「悼念的哭」；結婚是「哭別過去的男女情人、朋友」。,,魯凱語,28
51723,T,U,11,1,,,"Kikay “kiapatatubi”, amani kudra ki lrikarudrange ka ababay, maialri kipatatubi kudra sawvalay. Lrikipusaw kuidra ki nawakela mupaapalange ku waacebe liniane ku langukathabarane, paasuala ki takiraketane mua ki daane ini si baai ku napapikay ki lasu. Si baai ku sakipatatubiane ku lauubuubulu, kikay savete, tukudru, laimay, singikay ku tapasudalepane ku sakiaseasenane kuini ki namakisudaudaudalru ini, si arakay ku tubi pelaela ku vaga ini, kudra tengane ka makakadalame lakaimatatulraugane, watubi tukapatengatengane, ngitabaraisi, miaki lrimuinu, miaki lripacay, matikisapaapalra.",這個「哭別過去的男女情人、朋友」，指要結婚的女生，告別曾認識和送禮物的男孩們。在結婚前一日到其家寄放物品，贈送紀念性的東西，像是男士用刀繫繩、揹帶母織品、衣服，依他們相識相知的感情而有所不同。以哭聲、哭詞表達最後告別，真正相愛而沒有緣分，當然會真實地哭出留戀和遺憾之情。他們搭肩，像是同生共死，令人同心同理。,,魯凱語,28
51724,T,U,11,1,,,"Tualay sanakitusiasilanganenga, lukawriva, lusenay papianga ki kiapatatubi, matiadiidirivane, kalrigili ku lasaiyaiya, lakadalame madu tupaapalra lukatakipatatubiane. Sanakarudrangenga, kailrimakakawrivanga, lri “kitepese”, maramaw ki maulraw wapacay kaumasane, lakamani ku paramuru ku takipusauane kuini ki naykaamuane lini ku ababay ku sawvalay.",訂婚後，哭別是講話、唱歌，充分表達感傷。婚後再無對話機會，與之訣別，仿若要失蹤，離開世間，因此會盡情地與有緣無份的男孩哭別，大家都樂意跟隨他們去哭別的家。,,魯凱語,28
51725,T,U,11,2,,,Pauacungulu ku tacekecekelane,永續傳承祖產,,魯凱語,28
51726,T,U,11,2,,,"Kikay tacekecekelane ta kaumaumase, kaika nikisaalruane, kaika amaribiribicane, kaika sasuladhane. Muacungulu ta ki marudruadange ta, ki latumuita si lakaingu ta, si lripaucungulu ta ki tulalake ta, ki kaika tulalake ta ka silalake ta.",「家」並非租來的，成員間不能互相爭奪；「家」也不是客棧，而是繼承自父母、祖父及祖母們，將來也要傳承給親生孩子和養子女們。,,魯凱語,28
51727,T,U,11,2,,,"Ku apaucungulane ta amani kikay daane, kadaengane, lacungulu ka kasiluane, ka lamanemanenga ka tinukucingalrane, kikaynga amani kikay lapaisu, zidusia, pausingi, si amani ku lriasakay ki nagane ki tacekecekelane si thimithimi ki niake ta ka talialaalay ka lakaukaulu.",以往，我們傳承土地、傳統琉璃珠飾和各種有價值的財產；現在則傳承金錢、車輛、保險品，還有貴族特權或平民家族的身分。,,魯凱語,28
51728,T,U,11,2,,,"Ai, ku makuciacingalrenga, amani kikay vaga ta, takaumaumasane ta, kakuakudhane ta si takisuusuane ta si susuane ki mitaane ka wacekecekele.",然而，最重要的傳承是我們的族語、人品、行事風格、信仰和家庭倫理規範。,,魯凱語,28
51729,T,U,11,2,,,"Kay tamaretetesane ki Ngudradrekay paasuala ki sawvalay, alaka labaibay, alaka silalake ini, alaka maatama ki maatina madu ka lalake ki lritudrane ki palrapralra, si kapapedrenge ikay ki tapathingalane ki lritudrane makanaelre.",魯凱族以男孩優先，而後是女兒，再來是養子女，再來才是自己的叔姪、堂姪、親戚或別人，因而穩定的維持彼此的關係。,,魯凱語,28
51730,T,U,11,2,,,"Tatara paucungulu ku takasumanemanane ku zuku ta, nagane ta, vaga ta, mathariri ka abulru ki takisuusuane ta ki Twaumase.",我們必須傳承自己的族群、自身的名字、語言和正確的宗教故事。,,魯凱語,28
51731,T,U,11,2,,,"Lrikaulraw kay laubuubulu si matikuru ku lalake ta, ai kathaane kay thingalane si takisuusuane ka kailri kimalra, lri aru kakalra mudruadrua pakela ki laagagane ki kacauy ki lapungapungay ta.",財產會消失，子女會貧困，但只有知識和宗教信仰不能被搶奪，反而生生不息，直到子孫、曾孫、玄孫等等。,,魯凱語,28
51732,T,U,11,3,,,Mathariri kay naganeli,我有一個好名字,,魯凱語,28
51733,T,U,11,3,,,"Tuakucingalre turamuru ki lanagane kay Ngudradrekay, wasuusu makapilri ku apasianeanane ku nagane ki umaumase ki kadaengane ki lamanemanenga.",魯凱族非常重視名字，會依照原則，謹慎地為族人、土地和田野命名。,,魯凱語,28
51734,T,U,11,3,,,"Kay nagane ki umaumase wadreele ki niake lini ka lakaukaulu ka talialaalay, malra ku nagane ki cucungulane si pararamaw ki tina si tama ku tasingikaiyaneli. Yakay ku sadrusa, satulru, salrima, yakay ku savaeva ku nagane ini, ai, tinukucingalrane ku tadreelane, asiluiyane, mialri mupakay ku kiathimithimi ku kaikiapasudalepe, lakamani ku wathingale ka siaaneane, ai, kaikaarakaykay, lakamani sanaganane yai kaikaarakay kuini matiapathimithimi ka mathariri ka nagane. Yakay ku kisunanagane madu ka tangeangea ku mathariri ku matialrupi ku muasakadrusa ki kanaganane madu.",人的名字，視身分階級而定。如平民和貴族，會選用祖先的名字，並配上與父母雙方相稱的祖源家族命名，有的人是雙名、三個名、五個名，有的人只有單名。然而，大家都極為重視觀感，擔心和忌諱名字被評為不倫不類，因此，即使清楚自己的名字，卻不甚使用，也不敢提及自己的尊名和好名字。每個人都有第二個名字和有趣的綽號。,,魯凱語,28
51735,T,U,11,3,,,"Kay kadaengane wadreele ki tapapiane talrawane, Sapakalriwgu, Taibelenge; wadreele ki tangimiane ki kadaengane, Ladenge, Labelabe, Lredelane, Pugale, Lebeanane, Cacuparane, Makabalulru, Belebelane, Tapabanabanavane, Taulrisisiane, Masiasiange, Tatukulu, Tapasibakalane, Cacekecekesane, Lisiane; yakay luarakay ki natangimiane kudra ki abuubulru sunagane ki kadaengane ki kadalranane, Lavuavurasane, tapacadhane ki aneane iya; yakay lusunagane dridripungane, kiukay; yakay ku arakay ku nanagane ki drumane ka zuku, Pangapangalane, Tulalekelre, Palralrivulu iya.",土地命名會依其方位，如東方、西方、上端；或依其地形樣貌，如豐饒之地、熱帶區、翠綠處、芒草地、下邊、分割地、馬兒方向、香蕉地、沐浴之處、禁忌惡地、迴音谷、慈悲部落、獵場出口、箭竹林、不安處；有的以傳說故事或事件發生命名，如Lavurase的（某人傷亡地段）；有的以日語命名，如交界處；或以外族（排灣族）的語言，如分割地、寒冷地、巴拉利福祿等。,,魯凱語,28
51736,T,U,11,4,,,Mathariri ka sawvalay si ababay,好男好女哪裡來,,魯凱語,28
51737,T,U,11,4,,,"Ku kiamusakene ka takaababadhane, ngiradheradhekane ku cekele, yakay kudra ki mathariri ku tabulruane ki sawvalay kalrigili, kagarange, kisamula ki tacekecekelane; ku ababay kasulrapele, kageteme, kabula, kalrigili marasikay tavanane, sanakathariri ku ladrusa, mathariri ku tacekecekelane si kapapedrenge ku cekele lini.",一個受人尊敬且繁榮的部落，在於有智慧，勇敢，認真家業的男人；溫柔，殷勤，貞潔，持家的女人，以及有良好關係的夫妻。家庭好，部落自然穩固。,,魯凱語,28
51738,T,U,11,4,,,"Ku sawvalay kiacaucakuane ki tuadaane, waalupu, tuaumauma, thingale kutu, tuadreme, suragele, thurade. Kay labaibay kiacakuane ki marasiakay ki aga, caisi ki laimay, pacase ki laimay, tinunu, tuabay, tukabavane, pudeethe ki beeke, sekete ku taleke, lripethele, tulrilringulu, ngudalrane, miaki makakalra ki akibulruane ki sawvalay, sirapale ki lalake, makucingalre aababay, ai, lukalrigilinga, kiadrengedrengere, kiamurikay, kiasudralru, kiapusamalra, ngualay kuini si kimurikay ku lalake ku sawvalay si labaibay kela kiliase, mupapalange, mathaetharevenga.",男人學習蓋屋、打獵、耕田、烘烤芋頭乾、磨刀、裝卸、取材；女人學習廚藝、縫衣、刺繡、編織、做小米糕餅、釀小米酒、餵豬、藏物、打掃、整理環境、照顧孩子，去田裡似乎比男人還要多，做女人真不容易。以上的技能精巧熟練，便會被稱讚、心儀、信任、羨慕，許多人來追求、相親、戀愛和聯姻。,,魯凱語,28
51739,T,U,11,4,,,"Kikaynga, lakaarutukucingalre ki abelenge ku tamugakuane si akumuingi, kapapedrenge ku aungane, ngukalrakalra ku kipaisu.",如今比較注重高教育和高學歷，當公務員，工作穩定，收入豐厚。,,魯凱語,28
51740,T,U,11,4,,,"Ku kasawvaladhane, yakay ku kipasibengelray ini ngualay ki tapanapanane si talrabuabualane, tapasikaikayyane ki cekele; ku labaibay tarakialidraw alasibengelray ku bariangalay, tarakirakete ladrima ku bengelray ini, kaikithimithimi, kaikisidrekase kitualebe ki sapasiasilange ini.",真男人現在打獵、體育競技和公益事務，女子則必須配戴百合花飾。真正的婚姻不會被論斷否認、被同儕輕看。,,魯凱語,28
51741,T,U,11,4,,,"Ku matipusamaamalranga, amani kikay kiasamula ki takisuusuane kiapaelreelre ki kiwkay, kibulru ku bulane ku mulecegane, kathariri ku takaumaumasane, pakathariri ki cekele si kimukuludru ki drumane ka cekele.",最值得稱讚的，乃是有好的信仰生活，學習聖潔、正直、高尚的品格，才能使部落被外族尊敬。,,魯凱語,28
51742,T,U,11,5,,,Mathariri ka talialaalay ki cekele,好的部落國王,,魯凱語,28
51743,T,U,11,5,,,"Ku lrikapalralrauthu kapapedrenge ku cekele, makucingalre kudra tararathudu ki cekele, kiusakene, sangiiluku, kimukuludru ka talialaalay.",統領者的率領和受尊敬，是部落長治久安的關鍵。,,魯凱語,28
51744,T,U,11,5,,,"Ala ngualay kikay alapaacegecege kudra lrimaka paelreelre ki ngiasarade ku laumaumase, mathingathingale ku tasakayyane ku apasikaikayyane ki cekele, alatualay kikay ikaynga kikay lakaukawlu si talialaalay niiyane, lamakaelaela ku taabuubulruane si tasiluludane, lakamani ku atukucingalrane madu, thingale ku paluludane si patharevane ki tamadaredarepane ikay ki cekele.",因此，部落須有可凝聚烏合之眾的組織，族人了解彼此的身分和責任，分爲平民和貴族階級，也生成不同故事和規範。族人必須明白、重視部落組織的意義和價值。,,魯凱語,28
51745,T,U,11,5,,,"Ku thimithimi ki talialaalay, amani kikay kadaengane, taalupane, drakerale, nagane, bengelray, sualupu si apapacasane si sangiragelanane si siarapale ki pakulruulrulu, walibakane, si kiecebe ki badha.",貴族特權體現在土地、獵場、河川、名字、花飾權、貢品權、雕刻、裝飾，照顧孤兒寡婦，以及對抗外敵。,,魯凱語,28
51746,T,U,11,5,,,"Ku aungane ki lakaukawlu, amani kudra apasalaaladhane ki warathurathudu ki cekele ka talialaalay lini, kiredelane ki cekele, pasuusu ku tinukakudhanane ki cekele, pasualana kivaga ki talialaalay lulrituumauma, pakarudrange, tulaimay, papacase ki laimay ki angatu, ku apangimiane tudaane, tusualualupu ku rarukudrane, lupana ku bulabulay.",平民責任是服從部落頭目的領導統御，與部落共舞，遵守部落規範。平民須先得頭目意見才能行動，如結婚、製服飾、雕飾衣服和木頭、房子造型格調、結婚燒豬、狩獵動物。,,魯凱語,28
51747,T,U,11,5,,,"Lupasuusu ku lakaukawlu, lukilibake ki lakaukawlu ku talialaalay, aruasapukuane, arua kapapedrenge, ku cekele, alaiyasi kaikathariri, kiakalrase si katuase mulrakaw ku lakaukawlu, sanakakadrua ku lakaukawlu, lripikakua ikay ku arathudane ini ki talialaalay, lalrikimalra ki badha si kaamudu ku mathariri ku cekele.",平民若遵循責任不背，頭目便要無微不至地照顧平民，越加穩固部落，若是不愛民，平民將集體離散、移民。一旦沒有了平民，頭目就失去統領的實權，美麗的部落將被侵略、消失。,,魯凱語,28
51748,T,U,11,6,,,Tamarairaisane ki cekele,部落生活連結網,,魯凱語,28
51749,T,U,11,6,,,"Tabekele kay umaumase ki Ngudradrekay ikay kay kaumasane, ikay kay Tayvange, ikay kay ngithalringulu ki lregelrege Paruthudane, tualay ku nadrumadrumadruma ka sakamiana ikay kay kadaengane, ikay kay vaga, ikay kay kakudhane si samarathurathudanane kay mapapedrenge ka maruhulricenga lini.",在這個世界上，魯凱族非常少，在台灣也是少數。從很久以前，他們就群聚在團結山脈周圍，穩定地世居，有其族語、文化和維護團結安定的生活規範。,,魯凱語,28
51750,T,U,11,6,,,"Aniduulru ielreelre kay ababungu si salri ku maadraadraw liniane ku taleke, kay tumu darepe ku baliri ku malimeeme ku adiidi ku sangualreeme sanguaesay ku kavaluane, lritara ikay ku tamathingathingalane ku samausakesakenane si apiane ku aungane lini ikay ki daane lini ki tailreelreane lini.",為什麼螞蟻可以搬運比自身大好幾倍的東西？為什麼蜜蜂能在蜂巢裡製造營養香甜的蜂蜜？因爲牠們清楚自己的分工，各司其職地謹守義務與權力。,,魯凱語,28
51751,T,U,11,6,,,"Kay Ngudradrekay lakamiyaiya, madrekadrekase ku lrikaasingikaykaiyane ku tinukakudhanane lini, amani kikay kakudhane ki kadaengane, ki sangiragelanane, ki tamathaetharevane, ki sabaadhane, ki asimanemanane si latatiitikinga ka lakakuakudhane.",同樣，魯凱族也會討論、制定規範及倫理，包括在土地裝飾權、婚姻制度上的角色及繁文縟節的習俗。,,魯凱語,28
51752,T,U,11,6,,,"Luikay ku makucingalre ku tangimiamiane lasingikay kikay cekelanane ka tamarathurathudane tamasingikaikayyane, si aparamaramaw ka kadrua ku muesaesay ku drumanane, lapamulisilisi ki drumane, lakathariri ku kidremedreme si kasalru pasuusu, kilalalra kudra ki tuarathudane ka latarudraudrange ka sakacekele.",這共識會約束和支持任何狀況，並公平且合情合理地對待每一個人，沒有人受到不公平對待。大家都心服口服，信任並聽命部落長者。,,魯凱語,28
51753,T,U,11,6,,,"Amani kikay ku tamuadaidailane kikay takaNgudradrekadhaneta, sanakarathudane ka wacekecekele, ka sakatucekelane lrikaidu kaamudu, lriarukakeceecenge matisidraadrama ku tapanianiakane madu makanaelre.",這就是魯凱族能持續到今天的原因。只要部落團結，就不會沒落，生活和生命也會更堅固，更有希望。,,魯凱語,28
51754,T,U,11,7,,,Barengerane ka udale,思念的雨,,魯凱語,28
51755,T,U,11,7,,,Barengerane ka lingase patungutungutungu ikay kavay adringi ki abakeli saniange ikay luudaudalenga,思念的心旋總是彈在心頭尤其是下雨的時候。,,魯凱語,28
51756,T,U,11,7,,,Waudaudalenga barengerane ka patungutungu ki abakeli aruapidipidikilringa ku akabarengerane musuane ka yaadaili iyaiya,雨來了思念的心琴更加的撥弄要思念遠方的妳。,,魯凱語,28
51757,T,U,11,7,,,Luarutaruadraw udale ku baiyu ki tuku ka barengerane padriadrimalringa nakuane kadruanga ku taalikaikayyane ki barengerane,雨越下越大思念的心湖越加的起湖使我無限無線的懷念。,,魯凱語,28
51758,T,U,11,7,,,Lucekanga ku bikabiki ki barengerane ikay ki tukuli lakaipasana idrengedrengereana,雨停了思念的心浪卻不隨著停止。,,魯凱語,28
51759,T,U,11,7,,,Asiluiyane lawamani ku barengeraneli musuane anikakadruana ku taisadrasadrane,因為對妳的思念從來沒有停止過。,,魯凱語,28
